Q	V	A	T	G
800	570	4.5	102	8.98
800	600	3		5.922
750	510	3.5	106	5.976
740	600			8.22
800	620		112	6.1
				8.5
770	630	4	116	8.4
800	700	4.5	106	8.2
790	620	3.5	113	8.012
800	500	3	97	6.74
800	500	3	106	8.7
760	350			
800	690	3.5	115	9.97
800	330		102	9.1
790	580	4	115	8.3
800	690	3.5		6.6
800	720	5		8.5
			108	8.3
790	640	3.5	117	9.65
790	550	4	113	6.614
760	350	3		7.2
800	570	3.5	100	8.9
800	630	4	113	7.75
760	660	4	102	7.1
770	440	4	104	7.88
790	780	3	100	6.919
770	520	3.5	105	8
770	440	2.5	90	7.08
790	540	3.5	99	7.4
790	540	3	106	7.818
760	550	3	107	8
800	660	4	107	8.5
790	600	3	104	8.45
770	460		113	7.2
790	570	3	114	7.95
800	640	4	112	9.07
800	670	4	104	7.5
				
750	430	3.5	96	6.8
750	580	3	83	6.7
800	700			7.6
710	390	3		
720	550	3	104	6.8
790	540	5		
780	390			6
800	510	3.5	108	6.62
680	590	3.5	102	6.138
790	430	5		7.9
650	450	4	85	7.3
730	560	4	113	9
700	560	3.5	109	7.47
740	580			6.3
				
700	400	3	90	8
710	420			6.8
800	570	4	109	10
730	680	4	113	7.895
760	370	3.5	106	7.32
780	400	3.5	103	7.3
800	600	3.5	112	7.05
760	520	4		8.23
720	560	3.5	108	7.5
710	460	3	101	8.05
770	500	3.5	105	7.613
740	550	4	101	9.925
				
690	500	3.5	101	6.6
800	560	4	109	8
500	330	3.5	88	6
800	550	3.5	104	9.6
780	510	3.5	105	8.55
750	340	3		5.8
790	470	3	85	6.3
780	610	3.5	110	6.5
740	610	3.5	114	6.5
730	630	3.5		6.3
720	410		80	6.718
800	590	5		8.04
780	650	3.5		
800	560	3		7.7
660	570	3	99	6.6
400	710			
670	530	3	96	6.96
770		3.5	95	7.7
710	570	4	106	8.51
790	590	3.5	111	6.9
780	430	3.5	110	8.23
800	500			7.43
790	630	3.5		6.5
790	560		102	7.5
700	500	3.5		6.1
800	570	4		8.7
800	570	3	97	6.71
680	470	3.5		8
800	640	3.5	97	8.22
780	570			8.5
780	510	4		8.5
730	320			5.8
740	470	3.5	90	8.5
710	590	3.5	101	7.02
770	530	4	108	6.7
800	710	4.5		9.2
780	580	4		7.8
770	590	3.5	100	6.98
				
				
800	460	4	103	8.11
730	360			7.7
				8.09
800	690	4	119	7.4
720	570			7.2
				7.94
750	590	3	105	8.9
770	560	3.5	90	6.8
800	460	3.5	105	9.08
770	600	2.5	101	7.41
800	500	3	96	6.7
800	580	4	112	6.763
770	560	3	102	7.04
760	340	3	91	7.278
590	530	3		
790	610	3	105	8.95
770	310	3	93	8.75
800	360	4		7.1
760	470	3	98	6.8
800	560	3.5	108	9.2
760	520	3.5	103	9.01
670	380	3.5	101	6.2
770	500	3.5		8
800	570			7.05
740	460	4	110	6.65
790	390	3	103	8.07
750	580	3.5		
750	490	4	97	8
770	580	4	112	6.9
790	550	3	97	8.05
750	570	2.5	102	6.5
800	620	4	111	7.9
790	550	3		6.1
800	570	5	111	8
780	540	2.5	99	8.7
800	470	3.5	94	8.1
800	520	4	107	6.25
780	800	6		
800	630	4.5	117	6.7
780	490	3.5	98	7.8
710	360	4.5		
800	650	4	106	9.13
770	450	3	95	7
780	340			6.7
670	350	3.5	94	
700	580			7.2
800	650	3	108	8
800	670	4	113	6.55
				
730	390	3	90	
800	570	3		9.15
770	540	3.5		6.6
770	730	4	113	7.1
760	600	3	105	8.2
780	510		106	
800	700			8.4
770	520	3.5		7.15
790	620			
780	660	4	111	6.9
760	560	4	107	8.91
770	430	4.5		8
770	550	3.5	101	6.407
800	660			7.6
720	390	3	98	7.38
740	550	3	90	7
770	510	3	104	6.4
740	490	4	108	7.2
700	510			6.1
800	580	3	101	8.85
780	310	3	99	7.5
790	590	3.5	113	6.9
770	310	3.5	90	7.2
800	560	4.5	113	7.3
740	600	3	112	6.4
800	570	4	106	8.19
750	610	3	100	6.4
760	640	4	112	5.9
800	600	3	115	5.926
770	580	3.5	102	7.5
770	470	3	96	8.42
790	540	3	102	5.78
790	670	4		6.45
720	310			6.9
760	650	4	111	
780	540	4	115	6.8
800	650	4.5	116	7.3
800	480	3	107	7.85
800	460	3.5		8.5
740	330	3	89	9
770	370	3.5	94	7.58
790	650			7
790	485	3	104	8.68
800	650	3	106	7.8
760	630	3.5	111	6.6
700	350		80	
800	520	3	105	8.8
780	680	4	112	8.11
800	440	3.5	98	7
790	530	3	95	6.8
750	230		101	
770	360	4		
760	500	3.5	109	8.3
780	540	4	104	
800	720	5		8
800	380	3.5		9.23
710	430			7
770	575	3	106	6.44
800	660	3.5	99	8.58
610	450		102	7
800	640	3.5	107	7.8
780	350		102	9.17
740	680	4.5	117	6.4
	530	4	113	7.32
780	610	4.5		6.732
760	670	3.5	111	6.7
800	640	4	107	8.71
790	430	4	116	8.41
790	440			8
710	360			
700	320	3.5	91	6.2
790	650	4.5	114	9.13
800	620	4	110	7.89
780	470			7.444
710	540	4.5		6.6
760	620	3.5		9.08
730	360	3	78	5.91
800	690	4.5		6.04
760	550	3.5		7.91
790	520	4		8.67
590	350			7
800	310	3.5	89	8.7
780	450	2.5	84	6.9
760	530	3.5	102	7.61
780	720	4.5	118	8.3
800	480	4	113	9.25
790	610	3	112	7.935
800	500	4	105	7.8
730	450		111	8.56
790	560	3.5	102	7.5
710	330	3	82	5.1
800	490		99	8.37
760	490	3		7
800	550			
730	570		110	8.625
780	430	3.5	93	
730	560	4	102	5.72
800	470	4	90	6.8
800	630	4.5	116	6.4
770	570			7.4
780	640	4.5	115	9.35
800	540	4	105	6.1
780	520	3.5	102	9.2
790	500	4	107	8.6
800	660	4	113	8.6
760	520	3.5	90	7.5
770	515	3		7.2
				
800	650	4		9.76
800	660	4	117	7.57
730	550	4	111	7.5
790	380	3	92	7.13
790	530	3.5	102	5.3
730	550	3.5		
800	580	4	112	6.7
770	660	4	112	9.1
770	500	3.5	102	8.66
800	390	3.5	97	8.2
800	560	3.5	108	8.908
740	600	4	115	5.7
800	630	4	105	8.2
800	650	5		8.5
750	360	3	105	5.9
740	500			7
760	580	3	93	7
740	510	3.5	106	8.1
780	500	3	99	7.178
800	730	4.5	118	8
750	520	3.5		8.93
				
800	630	3		9.29
750	640	4	110	8.446
800	530		104	8.29
750	560	3	104	7.43
770	500	3	94	7.7
800	680	4	116	7.3
800	580	4.5	111	8.48
750	650	4.5		5.7
780	420	3.5	101	6.92
800	550	5		6.2
790	610	3.5	107	7.43
740	550	4	109	7.98
730	330	2.5	93	7
790	420	3.5	107	6.9
750	400			7
720	280	2.5		5.6
800	320			9.37
660	580			6.6
720	580	4		6
790	530	4.5		6
760	340	3	80	8.875
800	550	4	102	6.3
720	550	3	96	7
790	680	3.5		7.7
800	670	4	104	6.8
790	580	4	101	7.74
800	700	4	118	8.67
				
720	560	3.5	102	8.52
770	440	3	111	7.5
790	580	3.5	107	7.74
740	450	3	87	
790	610	4	114	8.75
750	540	3	105	6.5
750	470	3	99	6.3
710	490	4	109	8.4
790	550	4	110	5.87
790	510	3	109	8.4
800	550	4		8.25
730	490			7.1
780	590	4.5	116	9.83
740	570		114	7.2
800	660	3	104	6.9
760	670	4	116	7.1
760	520	3.5	110	6
780	410	3		7.1
730	480			5.5
800	410	3.5	107	
740	290	3	86	6.86
800	560		95	8.39
790	500			7.8
730	540	4	110	
800	590	3.5	107	8.15
780	660	4	111	5.6
740	560		114	8.3
770	530	5		5.5
790	580	3	107	8.8
720	600		108	8.1
750	420			
760	570	3	101	5.7
700	490	4	106	8.39
780	440	3	84	8.4
760	300			
750	450	3	90	8.6
770	310	3	91	8.531
750	460	3	107	8.2
770	540	2.5		8.375
780	350	3	96	
740	490	3.5		8
790	420			7.23
790	470	3	102	7.2
770	500	3.5	95	
770	630	4	110	5.971
800	600		116	6.7
730	550	3.5	105	7.38
740	360	3	94	6.3
800	400			6
750	650	3.5	117	7.1
790	570	3.5	100	8.47
780	610	3.5	110	6.45
760	590	3	104	8.2
800	530	3.5	107	9.08
800	490		110	9.34
790	350	3.5	104	8.2
800	690	3	105	6.84
				
790	520	4		8.3
710	660	4	112	7.426
790	580	4.5	115	7.1
740	440			6.4
790	490	3.5	96	8.1
790	430	3.5	104	8.2
750	490		110	
800	610	3	100	9.11
770	550	3	112	7.6
760	460	3.5	106	6.8
760	530		94	7.9
790	520	3.5	108	8.2
780	570	4.5	114	8.4
780	610	4		6.85
				8.5
790	640	3.5		6.2
770	660	4		6.8
750	620	4	110	7.61
740	530	3	105	6.8
800	590	5	105	8.6
800	550	3.5	102	7.2
790	520	4	107	7.727
790	510			7.423
760	620	3.5	101	7.498
710	670	3.5	103	7.2
730	490	4	110	8.7
800	600	3	109	7.5
740	740	4.5	116	7.96
800	500	3	100	8.4
750	570	3		7.4
770	570	5	114	8.5
770	460	3		8.8
770	450	3	92	6.68
800	770	4	111	6
750	570	4	106	6.7
710	500	3		7.6
800	560	4	109	8
760	480	4	103	7.2
740	500	3.5		8.2
780	600		117	9
680	450		85	7.1
750	450	3.5	80	6.4
800	330	3	95	6.928
740	440			9.75
800	360	4	106	6.74
770	605	5	112	8.98
780	550	3.5	105	8.45
780	410		90	7.8
770	620	4.5		9.69
				
790	490	4		6.7
800	680	3.5	111	
630	590	3.5	100	7.4
800	650	3.5	107	7.59
770	590	3	110	8.57
730	420	3.5	95	6
	500		105	9.4
780	680	3	103	7.994
780	290			6.5
760	380	3	101	7.5
790	610	3	108	7.9
790	350	3		9.125
				8.1
	430		100	6.8
780	560	3		7.64
760	270			
730	460	3.5	108	6.3
760	460	4	98	7.8
800	680	3.5	111	
780	590	4	113	9.36
800	650	4	118	8.81
790	630	3	110	6
780	330	2.5		6.8
760	670	3.5		
780	260	3	70	7.85
750	420	3.5	96	
790	580	3	102	6
800	660	3	107	8.35
660	310	2		6.5
690	580	2.5	102	8.467
730	490	3.5	100	7.9
690	500	3	98	
800	550	4		6.87
790	520	3	100	7.5
730	530	3.5	103	8.01
770	490	3.5	107	8.98
780	440	3	104	6.627
690	550		94	6.714
800	600	4	116	7.5
710	680			7.1
720	600	3.5		6.1
770	490	3.5	101	6.92
790	480	5		5.8
770	560	4	109	6.8
800	630	3.5	106	7.3
800	500	4	107	6.74
800	680	4.5	109	8.3
750	370	3	95	5.5
730	530	3.5	95	5.9
760	500	3	102	8.94
800	600	3	105	7.21
680	640	3	112	6.6
750	540			8
760	460	3.5	109	6.7
800	600	4	100	6.61
710	680	4	109	6.16
790	440	3.5	104	8
690	520		93	5.7
750	550	3.5	111	6.95
				
770	350	3		8.65
800	590		107	6.334
760	350	3	105	8.024
800	590	4		7.3
770	490	3.5	108	6.4
770	390			9.49
800	640	3.5	105	7.296
770	600			6.424
780	590		112	7.15
800	520	4		8.59
740	410	3.5	103	8.53
				7.5
790	400		98	7.5
800	435	3.5	107	7.8
720	320	3	80	6.5
730	500	2.5	87	6
800	560	3.5		7.11
800	500			
790	690	5		5.7
750	410	4	106	7.3
800	560	4	102	6.5
680	490	3		5.8
800	660	4	113	8.03
				
710	690	4	112	6.4
800	550	4		7
700	640	3	109	7.25
730	590	3	107	6
690	440			6.006
710	610	3.5		7.2
800	590	4	112	7.3
790	580	3	107	8.5
670	430	3	90	
790	800	4	109	8.3
800	590	4.5	114	7.95
760	350	3	95	
800	590	3		7.218
800	530	4	113	8.4
670	340	4	117	8
720	550	3	95	8.46
720	435	3.5	103	8.81
780	530	3.5	103	8.1
600	480	3	100	6.5
680	410	3.5	96	6.42
750	410	3.5	96	6.586
			95	
760	410	3.5		6.8
740	630	3	105	8.3
800	590			7.218
790	490	4	110	6.65
				
				6.417
800	610	3	103	6.9
770	575	3.5	104	7.73
800	510	3	107	6.3
780	580	3.5	112	6.2
800	500	4	110	8.6
750	510	4	106	7.4
760	490	3	103	8
730	440	4	99	8.3
740	570		114	7.261
770	620	4	98	6.658
730	510	4.5	95	7.6
770	470	4	108	7.567
670	440	3	90	6.3
740	500		105	9.28
690	380			7.3
770	510	3	98	7.2
790	560	4	105	6.73
760	320			8.24
670	440	3	90	6.3
770	605	4		8.6
770	620	4	111	7.25
800	440	3	96	9.17
750	560	3	108	9.3
790	730	3.5	107	6.7
800	630	4.5	112	6.1
780	380	2.5	91	7.45
700	400	3	108	6.533
800	570	4	112	8.81
800	570	3.5	99	7.1
770	570	4.5	115	7.39
800	600	4		
780	620	3	109	7.4
800	470	4	105	6.25
800	440	3	94	7.52
				
790	500	3	90	8.94
800	680	3.5	107	7.09
800	550	3	102	8
740	600	4	105	7.6
750	540	2.5	82	7.4
770	660	4	111	7.5
790	540	3.5	106	8.51
770	510	3.5	97	8.3
				
740	540	3	104	7.1
800	680		106	8.17
710	580	3		6.27
710	340	3	92	7.3
				
780	620	4.5	112	7.8
770	500	3	95	8.8
770	550	3	100	6.6
720	340	3		
740	500	3.5	112	6.3
710	240			9.73
770	460	3	99	8.8
800	640	3.5	105	7.3
750	360	3	91	6.5
770	650	3.5	111	6.538
720	470	3	100	7.9
800	680	4.5	107	6.4
				7.83
700	440	3.5	100	8.25
780	650	3	110	7.408
710	630	4	89	
740	550	3	90	7
740	460	3	90	8.15
730	520	3	89	6.62
780	530	4	110	7.98
780	560	4	113	7.5
800	570			8.625
770	610	4.5		6.2
750	560	3.5	110	6.344
520	290	2.5	90	6.75
750	560	3.5		7.1
770	500	3	102	7
			110	7.004
750	510	3	104	7.1
670	300			
790	440	3.5	101	
				
780	450	2.5	84	6.9
740	520	3	96	7
770	530	3	100	9.34
				7.6
760	510	3	97	6.5
670	290			6.681
800	570	4	112	7.02
780	390		102	
650	450	3		
780	570	3.5	103	9.525
780	380	3	100	6.7
740	560	3	103	7.655
720	320	3	91	7.2
750	550	3.5	105	7
790	470		112	9.29
780	710	4	111	6.7
640	730	3.5		7
610	400	2.5	86	6.6
				
770	410	4	101	7.34
800	600	3.5	110	6.9
750	330	3.5	93	7.13
670	440	3	90	6.3
720	600	4	110	6.7
630	460	5		5.7
750	560	3	98	
750	540	3.5		6.61
790	570	4		8.3
780	550	4.5	113	6.274
710	540	3	81	9.31
760	530			9.3
800	740	4	112	6.4
710	430	3	95	5.8669
800	570	3.5	101	8.01
760	590	3	105	6.86
770	580	3	112	8.23
770	550	4	103	8.4
760	590	3	105	6.86
800	640	3	111	7.96
800	610	3		8.6
800	630	4	110	7.9
800	610	3		8.6
800	650	3		6.85
660	420	3.5	94	5.6
800	550	3.5	114	8.59
800	620		108	7.31
730	480	4		6.8
780	420		100	5.85
780	530	4	113	6.9
780	420	4		6.48
770	580	4		5.95
750	590			7.213
740	510		105	6.9
720	480	3.5	103	7.45
800	500		113	7.5
780	650	4	109	6.9
710	430			7.4
720	600	3.5	115	7.9
780	630			6.7
800	560	3.5	104	6.05
760	530		105	6.9
740	460	2.5	81	
780	590	4		8.65
790	450			6.5
740	440	3	88	6.213
720	570	3	100	
800	560	4	116	8.97
800	530	3.5	109	8
780	630	4	112	9.14
800	640	5	113	7.95
	530	3	105	8.02
770	550	3	110	7.4
790	550	3		7.71
800	490		102	8.248
800	330	3	87	8.27
760	310	3		6.367
780	380	2.5	91	7.5
800	480		105	8.4875
790	760	6	119	8
800	590	3.5		7.6
800	610	4	107	7.9
790	450	3.5	110	7.961
800	600	4		7.74
800	530	4		7.3
800	710	3.5	112	6.15
				
780	630		115	9.33
780	560	3	96	7.344
730	400	3.5	101	9.85
760	510	3	103	6.491
710	680	4	109	6.16
800	690	4.5	113	6.9
740	500	3.5	98	5.7
790	430	5		7.9
780	500		101	
730	575	4	109	7.34
800	500	3.5	99	7.56
800	420	4	110	7.5
720	460		93	
800	560	3.5	110	7.2
770	350		98	5.676
760	310	3	80	8
790	560	4.5		6.9
750	650			7.2
720	430	2	87	5.5
790	620	3	99	8.8
800	690	4.5	107	7.1
690	520		108	6.7
790	510		96	6.9
790	670	3.5	111	5.953
780	390	3.5	107	6.56
800	600	4	103	6.8
800	480	2.5		7
770	660	4	106	7.1
790	440	4	96	6.52
800	500	3.5	99	6.35
790	460	3.5	109	7.19
780	620	3.5		
710	500	3.5	107	
700	540	3	99	7.2
800	590	3.5	109	6.85
700	620	5		6.5
770	490	3	109	5.6
760	520	3.5	101	6.3
750	550	5	112	7.3
750	400	3	100	8.8
740	370	3	96	
800	380	2.5	90	7.34
800	510	3	96	
770	370	3	97	6.57
800	450	3	100	8
790	490	4	103	6.7
790	420	3	105	8.52
790	630	4	102	8.45
			102	6.978
790	570	3	85	7.6
800	600	3	106	9.26
800	510	3	100	8.06
800	550	4.5	108	6.6
780	600	4.5		6.2
790	520	3.5	106	9.42
760	640	4	109	7.8
690	380		106	6.72
790	370	3		9
760	630	3.5	108	6.5
800	420		104	8.42
710	470	3	92	6.5
790	590	3.5	100	6.55
750	400	3	95	8.5
760	520	3	105	7.6
800	610	3	96	6.4
780	670	3.5	110	8.25
760	430	3	100	6.3
800	720	4.5	116	7.05
800	450	4	105	6.404
800	560	4	100	8.13
740	390	3	87	6.2
800	460	3		7.18
780	540	3	95	6.83
790	710	3.5	107	6.89
800	580	4	111	6.876
770	550	3.5	103	6.5
770	500	3.5		7.04
800	670	3.5	110	7.12
780	590	4.5	118	9.23
800	640	5		
770	460	3.5	96	7.12
800	550	4	96	6.48
750	610	3	112	7.4
800	560	3.5	110	9.55
780	670	4	112	8.48
740	470	3.5	108	7.4
800	700	2.5		
670	570	3.5	104	7.3
740	650			8.1
730	320	3.5		
780	580	4	110	7.182
750	640	4	112	7.4
700	320	3.5		6
800	610	3	114	
790	430	3.5	97	8.084
800	460	2.5	103	7.16
790	580	3	83	7.4
750	410	3.5	92	7.8
780	450	4	105	7.45
770	600	4	105	6.424
750	650	4	113	7.46
730	340	3.5	97	6.437
800	540	3	109	9.3
800	550	4	110	7
740	550	3.5	90	7.2
750	570	4	113	6.1
720	470			8.97
800	570	4.5	111	7.9
780	370	3	98	6.94
690	620			10
800	530	4	117	6.8
740	620	4.5	117	6
740	360		97	6.5
790	640	3	101	8.68
630	410	4	110	5.66
780	350	3	93	6.3
760	550	3	107	8.45
780	500	2.5	96	6.049
730	450	3.5	96	7.026
665	545	3.5	102	6.881
800	510	3.5	98	7.8
780	630	4.5	100	6.4
750	560		104	7.3
				
800	430	3	109	7.4
580	430	2.5	91	5.6
790	380	3	104	7.5
800	700	4	115	7.06
710	320	3.5	95	
800	590	3.5		8
660	440	3		5.98
730	450			5.615
750	610	4	108	8.311
740	640	3.5	111	7
800	640	4		5.5
740	330	3.5		7.281
770	470	3.5	98	7.5
790	610	4	100	8.05
800	470			7
800	500		108	8.1
800	470	3	103	6.6
800	510	4	105	9.23
740	350	3.5	98	8
760	550			7.4
800	690	4	111	9
720	350		90	7.507
690	460	4		5.8
780	465	3.5	101	8.2
720	540	3	110	6.4
740	350	3.5	98	8
800	370	3	97	6.97
770	430		99	7
680	570	4		7.5
770	480	3	90	8.23
760	750	4	113	9.76
790	580	3	105	6.86
800	540	4	112	9.17
700	350	3.5	90	
720	450			7.3
760	440	3	90	7.1
690	580			8
800	570	3.5	106	8.4
800	650	4.5		6.2
760	340			7.7
780	620	3.5		
750	540	3.5	105	
740	560	3.5	108	7.5
770	640	3	101	6.62
770	660			7.6
780	540	4	112	7.45
800	600	4	103	
780	450	3	107	5.8
740	350	3.5	98	8
800	430	4	101	8.3
780	640	3	85	7.8
770	440	3.5	93	6.5
710	630	3.5	100	7.4
800	660	3	112	8.19
650	570	4	101	5.6
770	580	4	115	6.82
690	320	3	81	5.1
790	530		100	6.7
770	690	4.5	116	8.48
750	550	4.5	102	8.1
800	370	3.5	104	9.6
790	400		85	6.75
700	390	3.5	110	6.4
800	370	3.5	100	9.6
720	360	3		7.65
760	380	3.5	95	7
770	580		103	7.313
740	360	4	100	6.8
690	420			
				8.25
740	390	4		7.5
800	520	3	105	6.8
730	590			6.5
750	590	3.5		7.8
800	650	4.5	108	
720	550	3.5	95	9.16
770	520		102	7
790	580	4	105	6.3
740	540	4.5	109	6.15
770	420			5.3
710	410			7.047
			103	7.4
710	490	3	105	6.65
790	340	3.5	98	
770	590	4.5	118	6.7
800	540		112	8.78
700	500	3.5	103	
730	420	4	99	6.971
800	540	3	110	7
770	490	3		7.8
700	550		110	8.1
750	650	3	100	5.912
750	570	3		6.5
800	510	4	99	6.3
800	710	3.5	115	6.17
800	520		95	7.3
800	430	3		7
800	690	3	104	6.1
740	490		94	
780	530	4	115	7.942
790	620		105	7
800	680	4	108	7.3
800	520	3	107	7.81
780	550		112	7.613
720	500	3		6.1
780	530	3	102	8.95
800	560	4	113	7.6
780	550	3	112	8.01
790	440	3	100	7.5
800	620	4	106	7.2
790	560	3.5		8.93
740	400	3	91	6.3
730	450	5		8.5
770	670	3	114	6.63
720	300	2		
730	540	3	89	7.03
740	570		107	6.7
720	420	3.5	93	6.5
750	420	3	94	6.242
770	570	4	107	5.957
740	540		85	5.6
800	590	4	112	7
800	510	4	114	7.5
750	380	3	99	6.35
800	520	4	90	6
790	410	3	95	7.345
770	630	3	110	7.375
750	650	4	114	7.53
780	380	3.5		6.407
800	630	4	106	7.4
760	340	3.5	96	6.7
800	685	5.5	112	7.99
800	400			7.4
660	520	3	106	5.05
790	580	4.5	109	
780	540	4	90	7.7
800	560		111	6.8
760	340	3	97	6.3
780	600	3.5	107	6.975
760	520	3	97	7.7
710	570	5	112	6.4
770	310	2.5	109	7.2
800	610	4.5	115	7.5
800	610	3.5	99	7.9
800	500	4.5		
800	510			6.7
670	360	3	90	7.6
	560	3.5	87	6.8
680	480	3	99	7
650	350	3.5	91	7.08
770	620	3	104	8.6
760	310	3.5	94	6.4
800	660	3	110	7.9
800	590	4	110	6.146
700	300	3	83	7.1
800	520	3	107	7.81
790	590	3	110	7.52
760	690	3.5	109	9.21
640	480	4		6.4
640	400	3	109	8.4
730	410	3	97	6.66
800	380	3	97	7.7
740	370	3.5	107	6.6
790	310	3	94	6.2
800	530	3	101	7.7
760	430		102	7.9
	670		114	
760	400	3.5		7
790	600	3	102	8
750	350	4	101	5.3
720	390	3	79	7.2
780	380	3.5	101	7.8
780	640	4	112	6.89
710	540	3	107	7.6
730	500	2.5	87	6
700	320	3.5	90	5.766
				6.7
800	590	4	101	6.7
790	550	3.5	100	
720	510		93	6.5
760	360	2.5	94	7.83
790	650	3	106	5.8
730	570	3	112	5.2
640	610	4	113	8.54
750	540	3.5		6.8
750	570	4.5	103	8.27
800	480	3	104	5.9
790	470	3		8.4
780	450	3.5	106	8.6
760	410	3.5	95	6.2
750	380	3	90	6.7
740	460	2.5	81	
800	630	3.5	111	6.4
800	700	4.5	119	9.85
780	470	3.5	107	8.66
760	460	3.5	110	9.51
800	640	3.5	108	6.9
800	620	4		7.6
750	510	3	104	5.5
800	620	4	106	6.87
710	600	4		6.2
690	540	4	115	6.876
720	460	2.5	96	7
710	400	3	91	5.925
740	620	3	92	6.28
740	620	3	92	6.28
770	500			6.066
670	290			7.1
740	440	3.5	93	6.8
710	440	3	98	5.5
800	450	3.5	98	7.4
730	560	3.5		6.581
				7.8
790	395	4	103	7.4
780	550	3.5	104	8.89
770	435	2.5	90	6.82
770	410	3		6.227
750	370	3.5	92	6.354
790	490	3	84	7.525
690	360			
650	560		109	5.9
790	610	3.5	105	7.9
800	650	4.5	118	8
720	370	3	94	6.5
800	570	4	111	9.6
800	390	3	99	8.41
800	720	3	109	7.41
740	310		88	6.4
800	660	5	112	9.1
800	550	4.5	110	8.3
760	500	4	98	6.0084
430	760	3.5	101	5.863
				7.6
650	320	3	85	8.7
				
780	450	2.5	84	6.825
790	310	2.5	83	7.772
800	290		91	7.6
700	410	2.5	88	6.3
690	390	3	91	8.66
490	710	2.5		6.633
740	390	3	91	7
			92	8
780	520	2.5	95	8.39
800	590	3	105	8.2
800	710	4	111	7.422
750	290			6.8
760	580	2	86	6.514
800	700		116	5.44
790	730	3	106	
660	380	3	88	
			90	6.6
780	600	5	110	7
				8.96
630	520	3	97	7.5
770	450	4	103	7.35
800	460	4.5	115	9.04
740	510		111	6.3
800	610	3.5	107	6.5
				6.7
790	730	4.5	115	7
790	430	4.5	114	9.18
730	550	4	108	6.6
780	600	3	109	6.637
760	620	4	111	7.41
770	450	3	92	7.3
800	680	4.5	113	9.13
790	610	4	113	7.83
790	500	3	96	7.2
740	380			6.7
790	440	3	93	8.2
750	340	3.5	103	8.67
790	500	3	106	6.85
700	400	3	91	6.8
750	510	4	108	8.36
770	640	5	117	7.82
730	270	2.5	75	7.1
710	630	3	99	7.5
720	540	4.5	99	7.7
				8.71
770	380	3.5	100	7.9
740	470	2.5	99	6.4
770	540	3.5		8.1
800	530	3.5	114	8.02
800	450	4	106	6.4
780	600	4	98	5.7
680	435	3		6.92
680	550	4	112	6.5
700	400	3	91	6.7
700	400	3	91	6.8
				5.3
800	630	3.5		7.685
720	300	3.5	101	7.4
750	510	3.5		6.1
730	520		92	6.8
760	420	3.5	106	7.3
720	270	3.5	90	6.504
780	340	3	93	7.2
780	550	2	99	7.74
770	470	3.5	106	7
700	400			6.99
760	470			7.1
750	370	3.5	92	7.45
800	530	3	110	7.9
800	690	4.5	104	6.3
800	700	4.5	119	9.85
680	435	2.5	85	8.29
700	290	2	102	7.2
790	370	3	102	7.9
640	290	3		
710	600	3	90	7.8
			79	7.7
740	430	3.5	96	6.432
730	330	3	103	7.4
720	380	3	105	5.8
740	330	3		7.154
720	370			6.7
800	400	4.5		9.25
750	450	3.5	85	
670	520	3.5	98	7.625
800	600	3.5	110	7.9
760	520	3	105	7.32
800	490	5		6.5
770	560	2.5		
750	720		107	7.1
790	680	3	107	6.594
770	540	4.5	104	7.6
800	680	4	118	8.9
790	530			7.6
740	530	2.5		6.4
780	520	3	91	7.226
790	630	3.5	114	
680	440			6.493
650	440	3	98	5.8
710	400			7.102
800	600	3.5	111	8.34
790	600	4	112	7.92
800	530	3	94	7.52
800	480	4	104	6.8
800	530	4	110	7.7
800	530	4	110	7.7
770	630	3	108	9
750	490	1.5	82	
730	450	3	110	8.04
770	640	4.5	119	7.92
760	370	3.5	95	6.5
660	600	4	111	
740	500	4	105	7.8
				9.675
700	300			
800	640	3	108	7.1
740	460		93	7.84
790	410	3.5	103	6.8
705	530		117	7
710	550	3.5	102	6.7
770	560	3.5	110	8.01
730	500	3	104	6.7
760	600	3	100	4.9
770	650	4	106	6.2
				7
740	630	3.5	98	6.3
760	410	3	89	7
790	560	3.5	102	7.5
730	480	3.5	108	6.72
720	360	3	88	8.4
730	510	4	104	7.2
750	660	5.5	111	5.75
710	590	2.5	87	6.4
750	620	3.5	110	6.8
640	480	2.5		6.823
800	520			6.6
790	450	3	103	7.7
690	480	3.5	95	6.05
750	640	3	100	8.65
800	660	3.5		7.47
800	640	3	113	6.87
800	530	3.5	106	6.9
760	490	3	84	7.4
720	500	3.5	105	8.2
800	700	6		6.7
690	590	3.5	110	6
730	300	3	78	6
740	340	3	90	10
780	540	4	102	5.7
800	600	4	103	7.6
780	520	3	95	8.76
730	490	3	96	6.75
670	400	3.5	104	7
790	570	3.5	113	8.1
690	300	3	82	5.8
730	410	2	89	
690	550	3	82	6.7
630	800	5		8.725
740	430	4		7.1
	520	3.5	100	7.241
700	550	5		
770	690		118	7.3
670	380			7.355
750	570	4.5	116	7.5
				
750	530	4	95	8.05
800	730	4.5	112	8.4
760	560	3.5		8.33
780	500	3.5	112	7.5
710	380	2.5	103	8.3
670	450	3	82	6.14
730	450	3.5	102	8.5
				8.5
720	410	2.5	89	6.5
770	490	4	105	7.3
770	340	3	99	5.81
780	700	4	116	8.74
800	540	3	105	8.17
760	570	5		6.413
790	620	4	114	7.63
720	620	3.5	96	9.35
770	490	3	101	6.3
800	680	5.5	110	7.92
800	320	3	83	7.384
780	660	4.5		7.2
