800	360	3.5	109	8.23
?	?	?	99	6.2
710	430	3.5	99	6.73
790	540	4.5	?	6.9
?	?	?	?	7.65
770	330	3	90	?
790	330	?	?	7.87
800	490	2.5	104	6.89
800	650	3.5	109	7.9
780	635	3.5	?	8.7
730	360	3	98	8.74
?	?	?	?	?
780	450	3	103	6.6
790	500	3.5	111	8.15
800	465	3.5	97	8.8
780	550	3	102	6.9
800	600	3.5	103	8.93
720	630	3	98	6.8
?	?	?	100	7.2
?	?	?	?	8.7
?	?	?	?	?
?	?	?	?	8
?	?	?	?	?
?	?	?	?	?
?	?	?	?	6.73
?	?	?	?	?
?	?	?	?	6.9
?	?	?	?	?
?	?	?	?	9.1
790	530	4.5	101	7.5
790	360	3.5	106	7.49
770	515	3.5	?	7
730	570	4	?	7.65
800	620	4.5	?	9.13
?	?	?	?	?
710	380	3.5	92	6.6
770	280	2.5	?	7.42
705	360	3	90	?
?	?	?	?	?
?	?	?	?	7.13
800	620	3.5	114	6.7
790	485	3.5	109	?
800	665	4	?	8.99
?	600	4.5	?	8.031
?	?	?	?	7.38
?	?	?	?	7.94
360	515	2.5	71	6.8
800	640	3.5	113	8.5
790	520	?	99	7.42
730	640	3.5	?	7.4
770	420	3	94	7.325
770	390	3	85	?
640	390	3	90	7.3
780	590	5.5	116	8.113
770	395	3.5	95	?
800	720	4	113	7.6
720	480	3.5	?	5.28
780	450	3	104	8
780	380	2.5	?	7.2
?	?	?	?	7.3
700	490	3.5	?	7.43
780	550	4	108	7.2
285	260	2.5	?	?
?	?	?	?	?
740	395	?	?	7.13
800	650	4	110	9.04
?	?	?	?	6.567
800	450	3	?	5.7
740	450	3	110	9.3
?	?	?	?	7.53
780	685	4.5	118	9.1
?	?	?	?	6
?	?	?	?	?
800	540	4.5	113	8.6
720	340	?	83	7.13
770	620	4	115	8.43
750	395	3	?	7.11
?	?	?	?	7.55
760	320	2.5	80	7.05
?	?	?	?	?
790	500	3.5	112	9.05
730	395	4	110	7.25
800	435	3.5	?	8.1
800	490	?	?	6.6
?	?	?	?	8
?	?	?	?	6.5
705	380	3	90	7.2
790	560	4	?	6.6
800	435	4	?	9.13
690	280	3	86	7.3
800	310	2.5	83	7.37
800	700	5	?	8.3
?	?	?	?	7.6
800	650	?	111	8.8
?	?	?	?	9.5
790	435	4	100	6.5
760	450	3	99	7.61
730	410	3	89	7.325
?	?	?	?	?
720	480	3.5	102	5.3405
?	?	?	?	?
790	435	3.5	?	7.515
780	540	3	?	?
800	390	4	101	6.24
?	?	?	?	7.2
?	?	?	?	?
710	570	4	111	7.8
770	530	3.5	108	8.1
780	360	?	86	7.75
770	310	3	98	7.25
760	340	3	90	6.8
790	500	3.5	110	8.93
750	450	3.5	?	8.09
790	500	3.5	?	8.18
?	?	?	?	?
?	?	?	?	7.4
790	470	3	?	?
?	?	?	?	?
?	?	?	?	7.51
595	310	3	?	?
750	520	3.5	104	8
770	560	?	?	7.8
760	465	3.5	100	9
575	310	2.5	96	?
780	545	?	?	5.7
800	560	4	109	?
?	?	?	?	?
800	570	3	105	?
720	300	2.5	92	?
730	330	?	?	7.3
800	435	?	?	7.9
?	?	?	?	5.832
790	485	4	100	7.77
750	410	3	91	7.12
?	?	?	?	?
?	?	?	?	7.61
740	340	3	96	7.9
650	340	3	82	6.75
?	?	?	?	6.5
750	330	3	96	5.8
800	520	3	95	7.4
750	435	3.5	83	6
780	420	4.5	111	7.6
?	?	?	?	6.1
